w_latency,w_energy,avg_latency,avg_energy
1.0,0.0,0.08279143858128883,0.00019438699062170436
0.85,0.15,0.08295755605518502,0.00019438699062170436
0.7,0.3,0.08237074229556926,0.00019438699062170436
0.5,0.5,0.08247090107302901,0.00019438699062170436
0.30000000000000004,0.7,0.0844220575781405,0.00019438699062170436
0.15000000000000002,0.85,0.08368491307744216,0.00019438699062170436
0.0,1.0,0.09093323510910688,0.00019438699062170436
