task_id,arrival_time,size_bits,complexity,action,latency,energy
6889,1147.1201,8704.2,543.1,Local,1.086152,0.54307601
6885,1146.7245,3748.8,818.4,Local,1.636899,0.81844972
6896,1148.3745,4537.3,416.0,Cloud,0.094412,0.00016397
6891,1147.2991,1135.4,579.9,Local,1.159866,0.5799332
6899,1148.8556,4406.4,667.0,Cloud,0.102764,0.00015924
6898,1148.745,6367.0,104.6,Local,0.209203,0.10460126
6900,1148.9647,4967.8,599.1,Cloud,0.100569,0.00017952
6897,1148.6977,1347.8,268.4,Local,0.536897,0.26844849
6902,1149.3464,8303.2,952.8,Cloud,0.112761,0.00030005
6903,1149.3983,6870.9,251.5,Cloud,0.089211,0.00024829
6893,1147.8834,1490.7,822.8,Local,1.645686,0.82284308
6904,1149.4933,6225.0,335.5,Edge,0.047687,0.00022495
6905,1149.9723,6278.4,954.7,Edge,0.125095,0.00022688
6901,1149.0888,2066.7,813.8,Local,1.627603,0.81380169
6907,1150.3385,7815.9,194.5,Local,0.389025,0.19451258
6910,1150.9397,1805.3,506.3,Cloud,0.097094,6.524e-05
6911,1150.9657,8918.7,566.3,Edge,0.076858,0.0003223
6912,1151.0355,5718.7,201.2,Cloud,0.087396,0.00020666
6906,1150.2705,8895.4,592.0,Local,1.18397,0.59198501
6909,1150.7713,1561.3,342.4,Local,0.684743,0.34237127
6914,1151.771,3648.2,158.8,Cloud,0.085734,0.00013184
6916,1152.0437,9890.9,816.6,Cloud,0.10841,0.00035743
6908,1150.3498,9853.3,924.7,Local,1.849332,0.92466598
6913,1151.4441,6565.0,640.6,Local,1.281276,0.6406379
6915,1151.9294,4749.0,546.3,Local,1.092659,0.54632953
6917,1152.0568,6473.6,536.2,Local,1.072342,0.53617112
6920,1153.4166,7744.8,304.8,Cloud,0.091092,0.00027987
6918,1152.2912,9975.8,769.9,Local,1.539752,0.76987607
6919,1153.0381,5523.7,436.2,Local,0.872476,0.43623819
6922,1153.8431,2302.6,830.2,Edge,0.109054,8.321e-05
6923,1153.8994,6971.7,919.3,Edge,0.168198,0.00025194
6924,1154.0582,4255.1,759.5,Cloud,0.10583,0.00015377
6921,1153.499,2024.1,294.7,Local,0.589435,0.29471753
6925,1154.2526,8110.5,766.1,Edge,0.101739,0.00029309
6927,1154.4718,7790.1,639.3,Edge,0.085848,0.00028151
6929,1155.031,3700.4,496.9,Cloud,0.097008,0.00013372
6928,1154.5966,8819.0,335.2,Local,0.670475,0.33523731
6930,1156.123,3916.2,361.7,Cloud,0.092528,0.00014152
6926,1154.3211,3601.8,947.8,Local,1.895674,0.94783691
6932,1156.5274,5742.6,469.6,Cloud,0.096344,0.00020752
6931,1156.3939,9997.1,218.0,Local,0.435903,0.21795128
6934,1156.8263,9866.1,829.8,Edge,0.109911,0.00035653
6935,1156.8522,8016.2,684.7,Edge,0.169409,0.00028968
6937,1156.9032,4914.2,588.2,Edge,0.191539,0.00017759
6939,1157.1668,5855.3,238.2,Cloud,0.088646,0.00021159
6940,1157.2164,5785.0,302.2,Cloud,0.090771,0.00020905
6941,1157.4118,6546.0,150.9,Cloud,0.085819,0.00023655
6938,1156.9797,8884.0,252.0,Local,0.504026,0.25201288
6942,1157.4621,8725.8,349.7,Edge,0.049764,0.00031533
6943,1157.7307,1844.2,937.5,Edge,0.122407,6.664e-05
6944,1157.7831,5424.1,612.8,Edge,0.147068,0.00019601
6945,1157.9292,7527.6,113.1,Cloud,0.084678,0.00027203
6946,1157.9875,2699.4,671.8,Edge,0.089301,9.755e-05
6947,1158.0759,1572.8,867.2,Edge,0.113591,5.684e-05
6948,1158.2682,1689.6,228.9,Edge,0.033817,6.106e-05
6933,1156.7179,5993.5,818.0,Local,1.63606,0.81803003
6949,1158.3199,2032.0,782.5,Edge,0.103052,7.343e-05
6936,1156.8685,6449.4,775.7,Local,1.551446,0.77572324
6950,1158.5108,4696.9,752.5,Edge,0.099622,0.00016973
6951,1158.5864,8843.8,688.6,Cloud,0.104018,0.00031959
6952,1158.699,5858.9,333.5,Edge,0.047394,0.00021172
6953,1159.0008,4920.4,907.1,Cloud,0.110829,0.00017781
6954,1159.0998,5822.1,757.0,Cloud,0.105935,0.0002104
6956,1159.2733,9046.6,690.0,Cloud,0.104091,0.00032692
6955,1159.2109,1824.1,957.2,Edge,0.124867,6.592e-05
6958,1159.4295,7435.8,127.0,Cloud,0.08513,0.00026871
6957,1159.3373,4753.5,276.3,Local,0.552527,0.27626334
6960,1159.8986,1770.5,629.4,Edge,0.083891,6.398e-05
6962,1159.9987,5154.9,377.3,Edge,0.052778,0.00018628
6963,1160.0239,7927.3,110.7,Edge,0.041755,0.00028647
6964,1160.0891,5779.8,528.5,Cloud,0.098314,0.00020886
6966,1160.5374,4860.2,132.9,Cloud,0.085016,0.00017563
6959,1159.7745,5049.3,540.8,Local,1.081564,0.54078191
6967,1160.8441,4876.4,388.9,Cloud,0.09355,0.00017622
6968,1161.0092,7787.2,570.7,Edge,0.077281,0.00028141
6969,1161.0757,9294.8,201.6,Edge,0.036154,0.00033589
6961,1159.9342,6616.7,600.2,Local,1.200386,0.60019283
6970,1161.1559,4982.3,952.0,Cloud,0.112332,0.00018005
6972,1161.3019,1744.6,420.4,Cloud,0.094222,6.305e-05
6965,1160.1969,8592.9,776.4,Local,1.552885,0.77644236
6974,1161.7585,8726.0,309.2,Cloud,0.091359,0.00031533
6976,1162.042,9980.0,318.3,Cloud,0.091812,0.00036065
6977,1162.0902,4454.7,501.3,Cloud,0.097246,0.00016098
6979,1162.1471,8604.4,776.4,Edge,0.103085,0.00031094
6980,1162.2137,4893.7,847.9,Edge,0.142112,0.00017684
6983,1162.4746,8335.7,625.7,Cloud,0.10186,0.00030123
6985,1162.5429,3988.0,783.3,Cloud,0.106589,0.00014412
6982,1162.4699,2249.3,830.9,Edge,0.109132,8.128e-05
6981,1162.2924,8986.5,144.2,Local,0.288339,0.14416965
6973,1161.4807,1083.9,563.7,Local,1.127315,0.56365761
6975,1161.9676,2542.7,336.9,Local,0.673868,0.33693413
6984,1162.4841,7967.9,191.4,Local,0.382803,0.19140157
6971,1161.2694,4656.4,820.0,Local,1.640046,0.82002276
6986,1162.886,5178.5,782.1,Cloud,0.106695,0.00018714
6987,1163.0097,7202.8,389.8,Edge,0.054592,0.00026029
6978,1162.1086,2329.4,482.3,Local,0.964689,0.48234454
6988,1163.3126,3070.0,512.6,Edge,0.069441,0.00011094
6989,1163.446,8265.2,648.9,Edge,0.087111,0.00029868
6990,1163.6317,1992.4,101.3,Local,0.202629,0.10131428
6991,1164.1064,5880.8,938.4,Edge,0.123008,0.00021251
6992,1164.351,2932.1,728.6,Cloud,0.104641,0.00010596
6994,1164.7249,3290.7,128.3,Cloud,0.084672,0.00011892
6995,1164.9608,7585.6,307.4,Cloud,0.091162,0.00027412
6996,1165.0471,7858.3,468.8,Cloud,0.096573,0.00028398
6997,1165.0741,3521.7,248.9,Edge,0.036535,0.00012726
6998,1165.2413,8359.7,170.5,Edge,0.027324,0.0003021
6999,1165.3522,3402.0,128.9,Edge,0.021523,0.00012294
7000,1165.464,2148.3,300.5,Cloud,0.090274,7.763e-05
7001,1165.739,4680.0,521.6,Cloud,0.09795,0.00016912
7002,1165.7555,4330.0,548.5,Edge,0.074086,0.00015647
7003,1165.8224,9680.0,160.9,Cloud,0.086529,0.00034981
6993,1164.6602,1589.8,724.3,Local,1.448572,0.72428581
7004,1166.2849,2742.8,437.9,Edge,0.060067,9.912e-05
7005,1166.4573,7838.3,980.0,Edge,0.128439,0.00028325
7007,1166.7655,5570.6,862.0,Edge,0.113426,0.0002013
7008,1167.003,6012.8,207.6,Edge,0.031674,0.00021729
7009,1167.0207,9876.5,261.0,Cloud,0.08989,0.00035691
7010,1167.0566,5542.2,437.0,Cloud,0.095235,0.00020028
7012,1167.122,8183.7,380.6,Edge,0.053562,0.00029574
7013,1167.3044,3545.3,398.2,Cloud,0.093699,0.00012812
7014,1167.4615,8564.4,385.3,Edge,0.054191,0.00030949
7015,1167.5476,8580.3,177.5,Edge,0.028219,0.00031007
7016,1167.7715,5784.0,846.0,Cloud,0.108897,0.00020902
7018,1167.8219,8020.6,214.3,Cloud,0.088111,0.00028984
7017,1167.817,5408.0,965.9,Edge,0.12639,0.00019543
7019,1168.0818,5887.8,338.2,Edge,0.047982,0.00021277
7011,1167.0759,2772.2,544.1,Local,1.088206,0.5441029
7006,1166.6955,3312.8,812.4,Local,1.624835,0.8124177
7021,1168.2908,1509.5,669.4,Edge,0.088853,5.455e-05
7022,1168.6734,4616.0,318.5,Cloud,0.091173,0.00016681
7023,1168.9569,3737.5,166.6,Edge,0.026277,0.00013506
7024,1169.0262,5852.2,969.1,Cloud,0.113007,0.00021148
7020,1168.286,8914.7,525.0,Local,1.049931,0.5249653
7026,1169.4786,9633.5,392.8,Cloud,0.094253,0.00034813
7028,1169.6811,8648.8,749.2,Cloud,0.106014,0.00031254
7029,1169.749,5410.9,675.9,Edge,0.090142,0.00019553
7030,1169.9686,8020.8,485.7,Cloud,0.097155,0.00028985
7031,1170.0974,2672.8,481.5,Cloud,0.096374,9.659e-05
7032,1170.1576,6459.3,804.9,Cloud,0.107609,0.00023342
7033,1170.424,4421.3,768.3,Cloud,0.106142,0.00015977
7034,1170.4434,9807.5,953.5,Edge,0.125373,0.00035441
7035,1170.5843,8958.5,560.0,Cloud,0.099744,0.00032374
7025,1169.2774,2874.9,849.0,Local,1.697948,0.84897423
7038,1171.2516,8588.9,543.8,Edge,0.074013,0.00031038
7039,1171.3132,9341.1,476.4,Cloud,0.097005,0.00033756
7040,1171.3709,1818.8,631.0,Cloud,0.101252,6.573e-05
7027,1169.6666,8910.6,877.6,Local,1.755187,0.87759347
7041,1171.5501,6586.3,133.4,Edge,0.022475,0.00023801
7036,1170.8943,8380.7,354.9,Local,0.709862,0.35493086
7042,1171.5699,9058.8,726.0,Edge,0.096835,0.00032736
7044,1171.6438,7507.8,674.8,Cloud,0.103397,0.00027131
7043,1171.5958,1671.7,245.7,Edge,0.100706,6.041e-05
7045,1172.0474,8729.9,400.1,Cloud,0.094389,0.00031547
7047,1172.4445,5922.1,828.6,Edge,0.109293,0.00021401
7048,1172.4908,4648.6,677.2,Edge,0.147493,0.00016799
7049,1172.6578,2390.2,506.8,Cloud,0.097182,8.638e-05
7051,1172.7931,2684.9,436.8,Cloud,0.094883,9.702e-05
7050,1172.7849,7529.8,652.4,Edge,0.087457,0.00027211
7052,1172.8223,8276.3,748.6,Edge,0.143731,0.00029908
7037,1171.2023,2807.9,891.2,Local,1.782393,0.89119654
7053,1173.1206,2539.7,379.0,Cloud,0.092938,9.178e-05
7055,1173.4448,2677.9,171.0,Cloud,0.086023,9.677e-05
7054,1173.2823,2471.9,231.0,Local,0.462089,0.23104455
7056,1173.5615,8880.4,150.9,Local,0.301759,0.15087964
7057,1173.8324,6067.0,577.8,Edge,0.07795,0.00021925
7058,1174.1331,1155.1,142.7,Cloud,0.084896,4.174e-05
7046,1172.1789,4828.8,990.7,Local,1.981417,0.99070841
7059,1174.1807,9714.8,467.2,Cloud,0.096743,0.00035107
7060,1174.4978,9838.6,801.2,Edge,0.106335,0.00035554
7061,1175.3294,5542.6,908.1,Edge,0.119183,0.00020029
7063,1175.6283,9579.4,989.2,Cloud,0.114127,0.00034617
7065,1175.8777,6193.9,178.0,Local,0.356066,0.17803317
7066,1176.4351,9631.8,184.8,Edge,0.02926,0.00034807
7069,1176.9689,2232.7,330.7,Edge,0.046611,8.068e-05
7070,1177.0404,1353.4,667.9,Cloud,0.102426,4.891e-05
7067,1176.7337,8747.5,198.6,Local,0.397111,0.1985556
7062,1175.5168,6910.3,808.8,Local,1.6176,0.80879997
7072,1177.2297,2419.4,642.3,Cloud,0.101702,8.743e-05
7073,1177.3148,5641.7,217.7,Edge,0.032895,0.00020388
7064,1175.8123,2998.5,797.4,Local,1.594824,0.79741182
7075,1177.9411,8504.6,751.4,Cloud,0.10607,0.00030733
7076,1178.1054,7251.5,183.1,Edge,0.028764,0.00026205
7077,1178.1325,8342.8,424.6,Cloud,0.095159,0.00030149
7074,1177.317,6453.1,547.8,Local,1.095694,0.54784685
7068,1176.7675,4526.8,853.1,Local,1.706169,0.8530843
7071,1177.0507,8027.8,760.5,Local,1.520932,0.76046584
7078,1178.3673,2064.2,278.9,Local,0.557817,0.27890831
7082,1179.7818,7725.5,214.8,Cloud,0.08809,0.00027918
7081,1179.7223,3151.1,640.3,Edge,0.085418,0.00011387
7083,1179.9013,7993.3,332.2,Cloud,0.092036,0.00028886
7084,1179.9444,6365.3,667.4,Edge,0.089195,0.00023003
7080,1178.8216,4436.2,681.7,Local,1.363495,0.68174772
7085,1180.2807,6222.6,257.0,Edge,0.037877,0.00022487
7079,1178.8174,8627.3,880.5,Local,1.760953,0.88047671
7086,1181.01,2499.5,608.7,Cloud,0.100592,9.033e-05
7087,1181.2492,9216.7,251.1,Edge,0.0375,0.00033307
7091,1181.6463,1944.9,417.9,Edge,0.057478,7.028e-05
7092,1181.7618,7838.5,891.7,Edge,0.117406,0.00028326
7088,1181.2934,6416.7,403.4,Local,0.806896,0.4034479
7089,1181.426,5701.6,339.5,Local,0.678962,0.33948105
7093,1182.4076,5764.3,892.2,Edge,0.117218,0.0002083
7094,1182.4763,6036.9,585.4,Edge,0.121762,0.00021816
7095,1182.6117,7958.1,356.8,Cloud,0.092852,0.00028758
7096,1182.7377,9023.4,953.4,Cloud,0.112868,0.00032608
7090,1181.4999,7220.0,806.6,Local,1.613254,0.80662722
7100,1183.6135,6775.8,389.0,Cloud,0.093783,0.00024486
7101,1184.2771,4050.5,401.1,Edge,0.055625,0.00014637
7097,1182.7953,9886.7,806.4,Local,1.61284,0.8064202
7102,1184.5301,1510.1,135.9,Cloud,0.084711,5.457e-05
7098,1182.8963,4890.3,858.2,Local,1.716376,0.8581881
7103,1185.1561,3798.2,119.1,Edge,0.020344,0.00013726
7104,1185.1785,2762.6,143.4,Edge,0.023257,9.983e-05
7099,1183.4239,6270.0,997.4,Local,1.994863,0.9974313
7106,1186.0188,2015.4,731.7,Edge,0.0967,7.283e-05
7108,1186.0891,7034.4,656.8,Edge,0.10908,0.0002542
7107,1186.06,6658.0,236.7,Local,0.473474,0.23673693
7109,1186.2008,8408.6,194.7,Local,0.389452,0.19472576
7105,1185.7352,6115.2,454.6,Local,0.909244,0.45462193
7112,1186.821,6118.9,461.2,Cloud,0.096109,0.00022112
7113,1187.2767,3333.2,783.6,Cloud,0.106523,0.00012045
7114,1187.3638,5323.4,765.3,Edge,0.1013,0.00019237
7110,1186.3005,7649.8,652.5,Local,1.305022,0.65251109
7115,1187.5604,1771.2,501.9,Edge,0.067951,6.401e-05
7111,1186.5511,7176.5,681.8,Local,1.363633,0.68181645
7116,1187.9048,9970.9,520.1,Cloud,0.098538,0.00036032
7117,1187.9335,4295.7,540.9,Edge,0.073134,0.00015523
7118,1187.9522,8778.3,584.9,Edge,0.128133,0.00031722
7119,1188.0121,4574.7,125.5,Edge,0.083384,0.00016532
7120,1188.2058,5280.2,411.3,Edge,0.057048,0.00019081
7121,1188.3359,4699.3,614.6,Edge,0.08239,0.00016982
7122,1188.4902,4275.0,458.1,Cloud,0.095786,0.00015449
7123,1188.5417,4222.8,495.4,Edge,0.067437,0.0001526
7124,1189.0587,6326.8,940.5,Edge,0.123324,0.00022863
7126,1189.2057,5860.0,268.4,Cloud,0.089653,0.00021176
7127,1189.3292,3549.9,118.7,Cloud,0.084385,0.00012828
7125,1189.1987,5311.2,138.6,Local,0.277271,0.13863553
7130,1189.8331,9294.9,465.9,Cloud,0.096649,0.00033589
7132,1189.9962,2033.9,218.0,Cloud,0.087512,7.35e-05
7129,1189.6868,2314.5,182.2,Local,0.364325,0.18216256
7133,1190.2252,6417.1,369.8,Cloud,0.093099,0.00023189
7134,1190.3355,2111.2,767.2,Cloud,0.105829,7.629e-05
7128,1189.5528,6816.4,404.4,Local,0.808821,0.40441033
7136,1190.5126,6271.0,494.2,Edge,0.067535,0.00022662
7138,1190.5719,5294.0,885.9,Cloud,0.110169,0.00019131
7137,1190.5418,5386.3,862.1,Edge,0.146071,0.00019465
7131,1189.9116,8659.3,577.5,Local,1.154938,0.57746901
7142,1191.4791,5152.0,973.6,Cloud,0.113076,0.00018618
7139,1191.0819,5441.0,254.2,Local,0.50842,0.25421018
7143,1191.6111,6439.7,257.8,Cloud,0.089368,0.00023271
7140,1191.1088,2378.2,349.1,Local,0.698277,0.34913864
7147,1191.7857,8820.3,824.7,Cloud,0.108553,0.00031874
7148,1191.8038,1790.3,543.7,Edge,0.073173,6.47e-05
7135,1190.5026,5779.7,795.4,Local,1.590878,0.79543909
7146,1191.7247,2999.2,226.7,Local,0.453301,0.22665058
7151,1192.3074,7586.9,946.2,Edge,0.124188,0.00027417
7141,1191.1363,5131.1,666.3,Local,1.332556,0.66627814
7152,1192.3341,2340.0,547.2,Edge,0.165252,8.456e-05
7145,1191.6954,5356.2,420.6,Local,0.84116,0.42058006
7154,1192.7885,3222.6,307.5,Cloud,0.090638,0.00011645
7149,1191.8551,8410.8,537.6,Local,1.075126,0.53756306
7155,1192.9206,4795.8,244.9,Edge,0.036196,0.00017331
7144,1191.6155,6189.6,748.8,Local,1.497583,0.74879146
7157,1193.473,3170.3,723.4,Cloud,0.104496,0.00011456
7158,1193.5575,2594.9,831.1,Cloud,0.108016,9.377e-05
7153,1192.7378,8735.9,539.7,Local,1.079382,0.53969114
7150,1191.9795,1973.8,973.1,Local,1.946139,0.97306937
7156,1193.3784,5789.3,568.4,Local,1.136706,0.56835308
7162,1194.6551,9078.1,470.0,Cloud,0.096762,0.00032806
7164,1194.6822,8648.4,959.0,Cloud,0.113008,0.00031253
7163,1194.6793,9661.1,317.8,Edge,0.045883,0.00034913
7165,1194.8974,4668.8,589.4,Edge,0.079235,0.00016872
7166,1194.9238,8968.1,192.3,Edge,0.077446,0.00032408
7160,1194.182,7939.2,532.0,Local,1.063902,0.53195088
7159,1194.094,8334.2,623.6,Local,1.247139,0.62356943
7167,1195.3902,6556.1,129.1,Edge,0.021921,0.00023692
7168,1195.4265,1409.8,953.7,Cloud,0.11196,5.095e-05
7161,1194.5036,4621.5,511.9,Local,1.02389,0.51194516
7169,1195.5323,7440.5,101.5,Edge,0.018589,0.00026888
7170,1195.9251,5338.3,931.2,Cloud,0.111684,0.00019291
7171,1196.0178,8099.2,666.5,Cloud,0.103193,0.00029268
7172,1196.2825,9534.2,546.0,Cloud,0.09935,0.00034454
7173,1196.371,1324.7,691.7,Cloud,0.103215,4.787e-05
7174,1196.5121,9093.5,536.5,Edge,0.073164,0.00032861
7176,1196.7475,3256.2,167.0,Edge,0.026262,0.00011767
7177,1197.2066,4642.5,420.2,Cloud,0.094566,0.00016777
7178,1197.2789,9824.0,614.5,Cloud,0.101667,0.00035501
7175,1196.5203,8294.6,401.5,Local,0.803029,0.4015143
7179,1197.5173,4092.2,472.6,Edge,0.064564,0.00014788
7181,1197.5555,5077.7,771.4,Edge,0.12292,0.00018349
7182,1197.7273,5662.0,501.1,Cloud,0.097384,0.00020461
7180,1197.5554,4873.3,155.8,Local,0.31161,0.15580481
7186,1198.1951,7881.4,992.5,Cloud,0.114034,0.00028481
7187,1198.3228,2485.9,850.9,Edge,0.111659,8.983e-05
7191,1198.8397,5483.4,591.4,Edge,0.079585,0.00019816
7192,1198.9731,8167.0,149.9,Cloud,0.08598,0.00029513
7184,1198.0375,2911.9,512.1,Local,1.02412,0.51206001
7185,1198.1232,9476.9,588.7,Local,1.17737,0.58868504
7188,1198.5879,2305.7,391.2,Local,0.782317,0.39115837
7193,1199.4074,6814.3,556.5,Edge,0.075383,0.00024625
7183,1197.9183,7980.4,823.4,Local,1.646815,0.82340766
7194,1199.6633,2820.2,820.7,Cloud,0.107696,0.00010191
7195,1199.8178,9914.0,129.5,Cloud,0.08551,0.00035826
7196,1199.9684,2512.2,467.2,Cloud,0.095875,9.078e-05
7198,1200.0711,7473.8,508.1,Cloud,0.097837,0.00027008
7200,1200.1209,4948.3,540.3,Edge,0.073139,0.00017882
7201,1200.1704,8717.1,630.9,Cloud,0.10208,0.00031501
7189,1198.63,7583.2,802.6,Local,1.605164,0.80258193
7190,1198.8298,2950.8,769.7,Local,1.539421,0.76971026
7197,1200.0691,2744.4,154.9,Local,0.309765,0.15488246
7206,1200.479,4837.2,318.8,Edge,0.045434,0.0001748
7204,1200.3425,2147.3,305.0,Local,0.6099,0.30495015
7207,1200.9621,9260.2,247.9,Cloud,0.089377,0.00033464
7209,1201.2056,4219.2,288.7,Edge,0.0416,0.00015247
7210,1201.4053,2236.8,855.9,Cloud,0.1088,8.083e-05
7202,1200.2596,9896.7,595.7,Local,1.191348,0.59567424
7199,1200.1013,9450.7,699.0,Local,1.398098,0.69904913
7211,1201.7043,3744.2,548.8,Cloud,0.098746,0.0001353
7203,1200.3283,7641.1,779.3,Local,1.558545,0.77927233
7205,1200.4104,9148.3,750.3,Local,1.500686,0.7503429
7213,1201.9927,2750.2,913.2,Edge,0.11948,9.938e-05
7217,1202.4337,8990.9,658.6,Edge,0.088411,0.00032491
7208,1201.1518,9575.5,691.4,Local,1.382761,0.6913805
7212,1201.8379,9414.2,416.9,Local,0.833889,0.41694445
7219,1202.647,5417.4,138.3,Local,0.276544,0.13827184
7218,1202.4794,8917.7,222.4,Local,0.44481,0.22240508
7215,1202.1534,7680.7,410.4,Local,0.820779,0.41038968
7216,1202.4027,8439.1,412.4,Local,0.824832,0.41241602
7214,1202.0259,2374.7,765.8,Local,1.531692,0.76584603
7221,1203.5611,9418.1,820.4,Edge,0.108687,0.00034034
7222,1203.5993,2677.4,778.6,Edge,0.167075,9.675e-05
7223,1203.6899,2935.2,514.7,Edge,0.140787,0.00010607
7228,1203.8978,9654.6,328.4,Cloud,0.092108,0.00034889
7225,1203.7619,6786.3,675.8,Edge,0.153788,0.00024524
7220,1203.3496,8002.6,293.3,Local,0.58656,0.29328024
7226,1203.8024,9058.6,221.3,Edge,0.141201,0.00032735
7229,1203.9268,8298.9,930.5,Cloud,0.112018,0.0002999
7230,1204.0911,1171.5,419.9,Edge,0.057628,4.233e-05
7231,1204.2375,5599.2,714.3,Edge,0.094964,0.00020234
7232,1204.3101,5836.2,783.9,Cloud,0.106832,0.00021091
7233,1204.3241,2763.7,825.1,Edge,0.111155,9.987e-05
7234,1204.3273,2355.4,111.1,Edge,0.121854,8.512e-05
7235,1204.6952,6400.8,577.9,Edge,0.078012,0.00023131
7237,1204.9139,9827.0,586.6,Cloud,0.100736,0.00035512
7227,1203.8456,5462.5,579.7,Local,1.159462,0.57973107
7224,1203.7517,5302.1,678.3,Local,1.356552,0.67827622
7236,1204.8176,5761.3,274.5,Local,0.549088,0.27454402
7240,1205.434,5917.2,628.7,Cloud,0.101669,0.00021383
7241,1205.5966,2480.3,749.0,Edge,0.098928,8.963e-05
7238,1205.1934,8126.0,273.8,Local,0.547529,0.27376474
7242,1205.7439,9532.9,305.2,Edge,0.044293,0.00034449
7239,1205.3625,9459.8,267.7,Local,0.53533,0.26766476
7245,1206.1292,4859.3,222.9,Cloud,0.088014,0.0001756
7246,1206.1692,2790.4,834.5,Edge,0.109648,0.00010084
7243,1205.7509,6110.6,282.6,Local,0.565126,0.28256309
7248,1206.4464,3040.0,532.2,Cloud,0.098105,0.00010986
7250,1206.5567,2430.4,123.9,Cloud,0.084424,8.783e-05
7249,1206.5269,9743.5,813.0,Edge,0.107801,0.0003521
7251,1206.6061,5764.8,169.1,Edge,0.049254,0.00020832
7253,1206.6471,9726.6,442.7,Cloud,0.095929,0.00035149
7254,1206.7161,5273.3,566.1,Cloud,0.099504,0.00019056
7252,1206.6413,2063.5,702.5,Edge,0.101392,7.457e-05
7247,1206.4434,2501.4,174.6,Local,0.349228,0.1746141
7256,1206.8476,1245.8,704.6,Cloud,0.103637,4.502e-05
7257,1206.8737,7019.4,946.9,Cloud,0.112411,0.00025366
7258,1206.9707,8935.9,499.5,Edge,0.06852,0.00032292
7244,1206.1093,3062.9,485.3,Local,0.970552,0.48527593
7260,1207.1598,5588.5,161.7,Local,0.323498,0.16174884
7255,1206.8203,5376.9,405.8,Local,0.811521,0.40576051
7263,1207.6561,6769.9,266.5,Cloud,0.089697,0.00024465
7259,1207.1529,6696.6,294.3,Local,0.588623,0.29431126
7264,1207.8704,3749.2,806.6,Cloud,0.10734,0.00013549
7261,1207.1751,8140.7,517.4,Local,1.03472,0.51736008
7265,1208.4503,8016.9,424.5,Edge,0.059023,0.00028971
7266,1208.5957,4862.5,475.6,Edge,0.06504,0.00017572
7267,1208.7546,6326.3,904.7,Cloud,0.110919,0.00022861
7268,1208.9665,9371.2,454.3,Edge,0.062917,0.00033865
7262,1207.1782,1546.7,927.6,Local,1.855128,0.92756384
7269,1209.099,3655.4,119.0,Edge,0.02032,0.0001321
7270,1209.2213,1713.1,400.9,Edge,0.055319,6.191e-05
7273,1210.3693,9315.8,206.9,Edge,0.031981,0.00033665
7274,1210.7246,8322.9,740.4,Cloud,0.105683,0.00030077
7271,1209.4502,7699.9,939.3,Local,1.878657,0.93932846
7278,1211.3321,2969.4,469.6,Cloud,0.09601,0.0001073
7272,1210.332,3880.0,510.2,Local,1.020363,0.51018161
7279,1211.3716,7204.9,763.8,Edge,0.101347,0.00026037
7280,1211.6573,5231.9,858.9,Edge,0.112992,0.00018907
7275,1211.1486,4054.1,366.3,Local,0.732596,0.36629786
7281,1211.9681,9942.5,833.9,Edge,0.110434,0.00035929
7283,1212.6737,4770.2,516.5,Cloud,0.097791,0.00017238
7276,1211.1857,2634.5,771.7,Local,1.543448,0.77172408
7277,1211.3111,8972.3,890.5,Local,1.781087,0.89054336
7286,1213.2326,4620.0,807.6,Cloud,0.107476,0.00016695
7284,1212.7344,1975.9,279.4,Local,0.558855,0.27942746
7287,1213.3414,3576.7,977.6,Edge,0.127628,0.00012925
7291,1213.4983,8185.8,809.5,Cloud,0.10797,0.00029581
7289,1213.4472,9359.4,661.7,Edge,0.105235,0.00033822
7292,1213.7549,7580.0,136.1,Cloud,0.085451,0.00027392
7294,1213.923,9387.5,844.1,Edge,0.11164,0.00033924
7282,1212.4899,2109.7,849.3,Local,1.69868,0.84934003
7296,1214.3888,1794.7,519.0,Edge,0.070094,6.485e-05
7293,1213.8867,7059.0,307.5,Local,0.61509,0.30754515
7290,1213.4885,8355.4,564.2,Local,1.128407,0.56420366
7299,1214.7614,4800.9,237.9,Edge,0.035319,0.00017349
7300,1214.8737,1922.5,978.3,Cloud,0.112842,6.947e-05
7301,1214.9151,7809.8,386.0,Cloud,0.093807,0.00028222
7285,1213.0599,6870.4,948.6,Local,1.897115,0.94855734
7303,1215.0877,9201.4,326.8,Cloud,0.092003,0.00033251
7288,1213.4182,2009.8,855.5,Local,1.710959,0.85547933
7297,1214.5495,1749.0,363.2,Local,0.726312,0.36315596
7305,1215.8494,8550.5,857.0,Cloud,0.109597,0.00030899
7295,1214.2119,6190.4,898.3,Local,1.796611,0.89830542
7307,1216.1484,1013.3,312.1,Edge,0.04414,3.662e-05
7309,1216.2674,2138.2,734.0,Cloud,0.104723,7.727e-05
7298,1214.6,8149.3,921.2,Local,1.842457,0.92122873
7311,1216.507,9924.4,421.5,Cloud,0.095247,0.00035864
7308,1216.1883,7074.4,230.3,Local,0.460618,0.23030886
7304,1215.7229,1137.3,581.7,Local,1.163417,0.58170833
7302,1215.0136,8854.4,942.6,Local,1.885101,0.94255071
7306,1216.1317,8678.3,391.3,Local,0.782565,0.39128232
7313,1217.1145,1298.6,167.1,Edge,0.026046,4.693e-05
7310,1216.2884,3778.3,676.3,Local,1.352694,0.67634678
7315,1218.0284,9617.0,610.4,Cloud,0.101505,0.00034753
